DATATIME,WINDSPEED,PREPOWER,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,"ROUND(A.WS,1)","ROUND(A.POWER,0)",YD15
2021-04-02 13:45:00,11.5,120905.0,249,27.2,14,763,12.2,125514.0,
2021-04-02 14:00:00,11.6,121911.0,249,27.3,14,763,12.0,129230.0,
2021-04-02 14:15:00,11.6,122313.0,249,27.3,14,763,11.6,124001.0,
2021-04-02 14:30:00,11.6,122112.0,249,27.2,14,763,11.3,125551.0,
2021-04-02 14:45:00,11.5,121910.0,250,27.0,15,762,11.3,124870.0,
2021-04-02 15:00:00,11.4,121709.0,250,26.9,15,762,13.1,137605.0,
2021-04-02 15:15:00,11.3,120637.0,250,26.7,15,762,12.8,130534.0,
2021-04-02 15:30:00,11.1,118695.0,251,26.5,15,762,11.8,125581.0,
2021-04-02 15:45:00,10.9,116753.0,251,26.4,16,761,11.0,118495.0,
2021-04-02 16:00:00,10.8,114811.0,252,26.2,16,761,11.0,121500.0,
2021-04-02 16:15:00,10.6,112856.0,251,26.2,16,761,11.3,125911.0,
2021-04-02 16:30:00,10.4,110889.0,250,26.3,15,761,11.0,125002.0,
2021-04-02 16:45:00,10.3,108922.0,248,26.5,15,761,9.8,106557.0,
2021-04-02 17:00:00,10.2,106955.0,247,26.6,14,761,11.4,124059.0,
2021-04-02 17:15:00,10.0,103371.0,245,26.5,15,761,10.5,119481.0,
2021-04-02 17:30:00,9.7,98170.0,244,26.1,16,761,9.8,113008.0,
2021-04-02 17:45:00,9.5,92969.0,242,25.6,17,761,10.6,121915.0,
2021-04-02 18:00:00,9.2,87768.0,241,25.2,18,761,10.3,116557.0,
2021-04-02 18:15:00,8.7,80915.0,240,24.9,18,761,9.3,103599.0,
2021-04-02 18:30:00,8.3,72408.0,241,24.6,18,761,9.1,103073.0,
2021-04-02 18:45:00,7.9,63901.0,243,24.4,18,761,8.8,96172.0,
2021-04-02 19:00:00,7.5,55394.0,244,24.1,18,761,8.7,94733.0,
2021-04-02 19:15:00,7.2,49700.0,245,23.8,18,761,7.5,65859.0,
2021-04-02 19:30:00,7.1,46817.0,247,23.3,19,761,7.4,64729.0,
2021-04-02 19:45:00,7.0,43935.0,249,22.9,19,762,6.9,55485.0,
2021-04-02 20:00:00,6.9,41052.0,251,22.4,20,762,6.2,41984.0,
2021-04-02 20:15:00,6.9,39000.0,251,22.0,21,762,5.3,27351.0,
2021-04-02 20:30:00,6.9,37779.0,249,21.7,22,763,4.9,20421.0,
2021-04-02 20:45:00,6.9,36557.0,247,21.4,23,763,4.5,15861.0,
2021-04-02 21:00:00,6.9,35336.0,245,21.1,24,764,3.7,10330.0,
2021-04-02 21:15:00,6.9,34523.0,243,20.8,25,764,3.6,9322.0,
2021-04-02 21:30:00,6.9,34119.0,242,20.5,26,764,3.7,10122.0,
2021-04-02 21:45:00,6.8,33716.0,241,20.3,27,765,3.7,10337.0,
2021-04-02 22:00:00,6.8,33312.0,240,20.0,28,765,3.5,9085.0,
2021-04-02 22:15:00,6.8,33262.0,239,19.8,29,765,3.6,9565.0,
2021-04-02 22:30:00,6.7,33565.0,240,19.5,30,765,3.9,13004.0,
2021-04-02 22:45:00,6.8,33869.0,241,19.3,31,766,3.9,12883.0,
2021-04-02 23:00:00,6.7,34172.0,242,19.0,32,766,4.3,15098.0,
2021-04-02 23:15:00,6.7,34517.0,242,18.8,32,766,4.6,19561.0,
2021-04-02 23:30:00,6.8,34903.0,242,18.6,33,766,4.9,23871.0,
2021-04-02 23:45:00,6.9,35289.0,242,18.3,34,766,4.9,23916.0,
2021-04-03 00:00:00,5.4,19937.0,216,18.1,27,766,4.5,17618.0,
2021-04-03 00:15:00,5.5,19759.0,217,17.8,28,766,4.7,20618.0,
2021-04-03 00:30:00,5.5,19708.0,219,17.6,29,766,5.2,27769.0,
2021-04-03 00:45:00,5.6,19657.0,220,17.3,31,766,5.4,29431.0,
2021-04-03 01:00:00,5.7,19606.0,222,17.1,32,766,5.6,34878.0,
2021-04-03 01:15:00,5.7,19251.0,224,16.9,34,766,5.3,31870.0,
2021-04-03 01:30:00,5.7,18592.0,225,16.7,37,766,5.2,30657.0,
2021-04-03 01:45:00,5.6,17933.0,226,16.4,39,766,5.5,33920.0,
2021-04-03 02:00:00,5.6,17274.0,227,16.2,42,766,5.6,35116.0,
2021-04-03 02:15:00,5.5,16500.0,229,16.0,44,766,6.0,40873.0,
2021-04-03 02:30:00,5.3,15609.0,230,15.8,45,766,5.8,38546.0,
2021-04-03 02:45:00,5.2,14719.0,232,15.6,47,765,5.6,35277.0,
2021-04-03 03:00:00,5.1,13828.0,234,15.4,48,765,5.4,30975.0,
2021-04-03 03:15:00,5.0,13024.0,236,15.2,50,765,5.1,27756.0,
2021-04-03 03:30:00,4.9,12307.0,238,15.1,51,765,5.4,30957.0,
2021-04-03 03:45:00,4.8,11590.0,240,14.9,52,765,5.4,31410.0,
2021-04-03 04:00:00,4.7,10873.0,242,14.8,53,765,5.4,31948.0,
2021-04-03 04:15:00,4.6,10228.0,243,14.6,53,765,5.9,37563.0,
2021-04-03 04:30:00,4.5,9655.0,243,14.5,54,765,5.8,37910.0,
2021-04-03 04:45:00,4.5,9083.0,243,14.3,55,765,5.6,33353.0,
2021-04-03 05:00:00,4.3,8510.0,244,14.2,56,765,5.4,32529.0,
2021-04-03 05:15:00,4.3,8016.0,244,14.0,56,765,5.3,31362.0,
2021-04-03 05:30:00,4.3,7599.0,244,13.8,57,765,5.7,34928.0,
2021-04-03 05:45:00,4.3,7183.0,242,13.7,58,766,6.1,40987.0,
2021-04-03 06:00:00,4.3,6766.0,242,13.5,59,766,6.5,47977.0,
2021-04-03 06:15:00,4.3,6409.0,242,13.3,60,766,6.5,49329.0,
2021-04-03 06:30:00,4.3,6110.0,240,13.1,61,766,6.5,50161.0,
2021-04-03 06:45:00,4.3,5811.0,239,12.9,62,766,6.5,50244.0,
2021-04-03 07:00:00,4.3,5512.0,237,12.7,63,766,6.6,52560.0,
2021-04-03 07:15:00,4.3,5169.0,237,12.9,62,766,6.7,52465.0,
2021-04-03 07:30:00,4.2,4781.0,237,13.6,60,766,6.6,50994.0,
2021-04-03 07:45:00,4.1,4392.0,236,14.3,57,767,6.4,45372.0,
2021-04-03 08:00:00,4.0,4004.0,235,15.0,55,767,6.1,41074.0,
2021-04-03 08:15:00,3.9,3482.0,234,15.7,53,767,5.9,37007.0,
2021-04-03 08:30:00,3.6,2825.0,233,16.4,51,767,5.8,34991.0,
2021-04-03 08:45:00,3.3,2169.0,231,17.2,48,768,5.8,34721.0,
2021-04-03 09:00:00,3.0,1512.0,229,17.9,46,768,5.6,33829.0,
2021-04-03 09:15:00,3.1,2162.0,228,18.7,44,768,6.2,41121.0,
2021-04-03 09:30:00,3.4,4118.0,230,19.4,41,768,6.3,43580.0,
2021-04-03 09:45:00,3.8,6073.0,233,20.2,38,769,6.4,46250.0,
2021-04-03 10:00:00,4.1,8029.0,234,20.9,35,769,7.0,55236.0,
2021-04-03 10:15:00,4.5,10871.0,236,21.6,32,769,7.1,60556.0,
2021-04-03 10:30:00,4.9,14599.0,237,22.1,29,769,7.6,66603.0,
2021-04-03 10:45:00,5.3,18328.0,238,22.6,26,769,7.8,72951.0,
2021-04-03 11:00:00,5.7,22056.0,239,23.1,23,769,7.7,75168.0,
2021-04-03 11:15:00,6.1,25388.0,238,23.5,21,769,7.6,72223.0,
2021-04-03 11:30:00,6.2,28325.0,238,23.9,20,769,7.0,61481.0,
2021-04-03 11:45:00,6.4,31262.0,237,24.4,19,768,7.6,70622.0,
2021-04-03 12:00:00,6.6,34199.0,237,24.8,18,768,8.3,83634.0,
2021-04-03 12:15:00,6.7,36705.0,235,25.2,17,768,8.1,79181.0,
2021-04-03 12:30:00,6.8,38782.0,235,25.5,16,768,8.0,82441.0,
2021-04-03 12:45:00,6.9,40859.0,234,25.8,16,767,8.2,80899.0,
2021-04-03 13:00:00,7.0,42936.0,234,26.1,15,767,7.9,76563.0,
2021-04-03 13:15:00,7.0,44707.0,234,26.4,15,767,7.9,78984.0,
2021-04-03 13:30:00,7.1,46173.0,234,26.6,15,767,7.9,73943.0,
2021-04-03 13:45:00,7.2,47640.0,234,26.8,14,766,7.3,63009.0,
2021-04-03 14:00:00,7.2,49106.0,233,27.0,14,766,7.6,68147.0,
2021-04-03 14:15:00,7.4,51028.0,233,27.1,14,766,7.7,68598.0,
2021-04-03 14:30:00,7.5,53405.0,233,27.2,14,766,7.7,66151.0,
2021-04-03 14:45:00,7.6,55783.0,233,27.2,13,765,7.5,67192.0,
2021-04-03 15:00:00,7.8,58160.0,233,27.3,13,765,7.5,66058.0,
2021-04-03 15:15:00,7.9,60187.0,233,27.3,13,765,7.4,64575.0,
2021-04-03 15:30:00,8.0,61862.0,233,27.3,13,765,7.7,67143.0,
2021-04-03 15:45:00,8.1,63538.0,233,27.4,12,764,7.9,76630.0,
2021-04-03 16:00:00,8.3,65213.0,233,27.4,12,764,8.2,79309.0,
2021-04-03 16:15:00,8.3,65596.0,232,27.4,12,764,8.5,90356.0,
2021-04-03 16:30:00,8.3,64687.0,231,27.3,12,764,8.8,94112.0,
2021-04-03 16:45:00,8.3,63777.0,230,27.3,11,763,8.8,93026.0,
2021-04-03 17:00:00,8.3,62868.0,229,27.2,11,763,8.0,73803.0,
2021-04-03 17:15:00,8.2,61080.0,227,27.1,11,763,9.0,96301.0,
2021-04-03 17:30:00,8.0,58415.0,224,26.9,11,763,8.7,94790.0,
2021-04-03 17:45:00,7.9,55750.0,222,26.7,12,764,9.1,91621.0,
2021-04-03 18:00:00,7.7,53085.0,220,26.5,12,764,8.7,87976.0,
2021-04-03 18:15:00,7.6,49909.0,217,26.2,12,764,8.5,86670.0,
2021-04-03 18:30:00,7.4,46222.0,216,25.7,13,764,8.7,89490.0,
2021-04-03 18:45:00,7.2,42535.0,215,25.3,14,764,8.3,84608.0,
2021-04-03 19:00:00,7.1,38848.0,213,24.8,15,764,8.0,76490.0,
2021-04-03 19:15:00,7.0,36537.0,213,24.4,15,764,7.1,59479.0,
2021-04-03 19:30:00,7.0,35601.0,212,23.9,15,764,6.5,46581.0,
2021-04-03 19:45:00,7.0,34664.0,212,23.5,16,765,7.1,60080.0,
2021-04-03 20:00:00,7.1,33728.0,211,23.0,16,765,6.5,50135.0,
2021-04-03 20:15:00,6.9,32551.0,208,22.6,16,765,6.4,46234.0,
2021-04-03 20:30:00,6.5,31132.0,201,22.2,17,765,6.0,39136.0,
2021-04-03 20:45:00,6.4,29713.0,194,21.7,18,766,6.2,45113.0,
2021-04-03 21:00:00,6.2,28294.0,186,21.3,19,766,6.8,57012.0,
2021-04-03 21:15:00,6.1,27687.0,177,20.7,24,766,7.2,63243.0,
2021-04-03 21:30:00,6.0,27894.0,165,19.9,34,766,7.7,69426.0,
2021-04-03 21:45:00,6.2,28100.0,152,19.2,44,767,7.4,67343.0,
2021-04-03 22:00:00,6.7,28307.0,141,18.4,54,767,7.3,66348.0,
2021-04-03 22:15:00,6.9,27978.0,136,17.8,63,767,7.0,60197.0,
2021-04-03 22:30:00,6.9,27115.0,137,17.5,72,767,6.5,51093.0,
2021-04-03 22:45:00,6.9,26252.0,138,17.2,80,768,6.0,42224.0,
2021-04-03 23:00:00,6.9,25389.0,139,16.9,89,768,5.1,28989.0,
2021-04-03 23:15:00,6.7,23988.0,141,16.7,93,768,5.2,28070.0,
2021-04-03 23:30:00,6.4,22050.0,143,16.6,94,768,5.2,27230.0,
2021-04-03 23:45:00,6.2,20112.0,146,16.6,94,768,5.1,26784.0,
2021-04-04 00:00:00,6.2,17074.0,147,15.8,91,769,5.4,30010.0,
2021-04-04 00:15:00,6.2,15909.0,148,15.8,91,769,5.9,38929.0,
2021-04-04 00:30:00,6.1,15232.0,146,15.7,91,769,5.8,38499.0,
2021-04-04 00:45:00,6.1,14555.0,145,15.6,91,769,6.1,43045.0,
2021-04-04 01:00:00,6.1,13878.0,144,15.5,91,769,6.3,47220.0,
2021-04-04 01:15:00,6.0,13160.0,143,15.4,91,769,6.6,51868.0,
2021-04-04 01:30:00,5.9,12403.0,143,15.3,92,769,6.4,47282.0,
2021-04-04 01:45:00,5.8,11645.0,143,15.1,93,768,5.6,33515.0,
2021-04-04 02:00:00,5.7,10888.0,142,15.0,94,768,5.6,34433.0,
2021-04-04 02:15:00,5.6,10185.0,142,14.9,94,768,5.1,25688.0,
2021-04-04 02:30:00,5.5,9536.0,143,14.9,94,768,4.9,22744.0,
2021-04-04 02:45:00,5.4,8887.0,145,14.8,94,768,5.0,22685.0,
2021-04-04 03:00:00,5.3,8238.0,146,14.8,94,768,4.9,21685.0,
2021-04-04 03:15:00,5.3,7781.0,147,14.8,94,768,4.7,19442.0,
2021-04-04 03:30:00,5.2,7514.0,146,14.8,94,768,4.8,21216.0,
2021-04-04 03:45:00,5.2,7247.0,145,14.7,94,768,5.3,27167.0,
2021-04-04 04:00:00,5.2,6980.0,144,14.7,94,768,4.4,16388.0,
2021-04-04 04:15:00,5.2,6660.0,144,14.7,94,768,4.8,21969.0,
2021-04-04 04:30:00,5.1,6289.0,144,14.6,94,768,5.4,28832.0,
2021-04-04 04:45:00,4.9,5917.0,144,14.5,95,767,5.0,24194.0,
2021-04-04 05:00:00,4.9,5546.0,143,14.4,95,767,4.5,18544.0,
2021-04-04 05:15:00,4.7,5150.0,142,14.4,95,767,4.4,16966.0,
2021-04-04 05:30:00,4.6,4730.0,142,14.4,95,767,4.5,16344.0,
2021-04-04 05:45:00,4.3,4310.0,142,14.4,94,768,4.8,20936.0,
2021-04-04 06:00:00,4.2,3890.0,142,14.4,94,768,4.5,16467.0,
2021-04-04 06:15:00,4.1,3680.0,142,14.4,94,768,4.2,14908.0,
2021-04-04 06:30:00,4.1,3680.0,142,14.3,95,768,4.1,12074.0,
2021-04-04 06:45:00,4.0,3680.0,141,14.3,95,768,3.8,10492.0,
2021-04-04 07:00:00,4.0,3680.0,141,14.2,96,768,3.7,10949.0,
2021-04-04 07:15:00,4.0,3660.0,141,14.3,96,768,4.1,13361.0,
2021-04-04 07:30:00,4.0,3619.0,141,14.4,95,768,4.0,12149.0,
2021-04-04 07:45:00,3.8,3578.0,141,14.5,94,769,4.0,12813.0,
2021-04-04 08:00:00,3.8,3537.0,141,14.6,93,769,4.2,15967.0,
2021-04-04 08:15:00,3.9,3795.0,143,14.7,92,769,4.5,16566.0,
2021-04-04 08:30:00,3.9,4351.0,145,15.0,90,769,4.6,20448.0,
2021-04-04 08:45:00,4.0,4908.0,148,15.3,89,770,4.8,21438.0,
2021-04-04 09:00:00,4.0,5464.0,150,15.6,87,770,4.6,20589.0,
2021-04-04 09:15:00,4.1,6134.0,154,15.8,85,770,3.8,10527.0,
2021-04-04 09:30:00,4.2,6918.0,156,16.0,84,770,3.6,9012.0,
2021-04-04 09:45:00,4.3,7702.0,158,16.3,83,770,3.7,9829.0,
2021-04-04 10:00:00,4.4,8486.0,160,16.5,82,770,4.5,18923.0,
2021-04-04 10:15:00,4.5,9250.0,163,16.7,80,770,4.9,26364.0,
2021-04-04 10:30:00,4.5,9995.0,166,16.9,79,770,6.0,39282.0,
2021-04-04 10:45:00,4.7,10740.0,169,17.2,77,770,6.1,37604.0,
2021-04-04 11:00:00,4.8,11485.0,172,17.4,76,770,5.9,34517.0,
2021-04-04 11:15:00,4.8,12129.0,174,17.6,74,770,6.5,47156.0,
2021-04-04 11:30:00,4.9,12673.0,176,17.8,72,770,6.3,46976.0,
2021-04-04 11:45:00,5.0,13216.0,180,18.0,71,770,6.6,50073.0,
2021-04-04 12:00:00,5.1,13760.0,181,18.2,69,770,5.3,28212.0,
2021-04-04 12:15:00,5.0,13887.0,183,18.4,67,770,6.2,45071.0,
2021-04-04 12:30:00,4.7,13597.0,187,18.5,66,770,5.7,35298.0,
2021-04-04 12:45:00,4.5,13308.0,190,18.6,64,770,5.3,26932.0,
2021-04-04 13:00:00,4.2,13018.0,195,18.7,63,770,5.5,30965.0,
2021-04-04 13:15:00,4.1,12983.0,202,18.8,61,770,6.0,39112.0,
2021-04-04 13:30:00,4.0,13203.0,210,18.9,59,770,7.0,55546.0,
2021-04-04 13:45:00,4.1,13422.0,219,19.0,57,769,6.3,40449.0,
2021-04-04 14:00:00,4.2,13642.0,227,19.1,55,769,6.8,56432.0,
2021-04-04 14:15:00,4.5,13993.0,230,19.0,54,769,7.0,59289.0,
2021-04-04 14:30:00,4.7,14474.0,230,18.8,53,769,6.3,43483.0,
2021-04-04 14:45:00,4.9,14955.0,229,18.6,53,768,6.6,49154.0,
2021-04-04 15:00:00,5.0,15436.0,229,18.4,52,768,7.6,69326.0,
2021-04-04 15:15:00,5.1,15609.0,231,18.2,53,768,7.2,61969.0,
2021-04-04 15:30:00,5.0,15474.0,236,17.9,54,768,6.2,42142.0,
2021-04-04 15:45:00,5.0,15338.0,240,17.6,55,768,5.9,37514.0,
2021-04-04 16:00:00,4.9,15203.0,244,17.3,56,768,6.4,45150.0,
2021-04-04 16:15:00,4.5,14521.0,245,17.1,57,768,5.6,32821.0,
2021-04-04 16:30:00,3.8,13292.0,242,16.9,58,768,5.1,23430.0,
2021-04-04 16:45:00,3.2,12063.0,236,16.7,60,768,5.2,27614.0,
2021-04-04 17:00:00,2.6,10834.0,230,16.5,61,768,5.1,24535.0,
2021-04-04 17:15:00,2.3,10234.0,220,16.4,63,768,4.7,18177.0,
2021-04-04 17:30:00,2.3,10263.0,214,16.3,64,768,3.9,11735.0,
2021-04-04 17:45:00,2.3,10291.0,209,16.2,65,768,3.9,15062.0,
2021-04-04 18:00:00,2.3,10320.0,203,16.1,66,768,4.4,17388.0,
2021-04-04 18:15:00,2.2,10070.0,202,15.9,67,768,5.1,30094.0,
2021-04-04 18:30:00,1.8,9543.0,202,15.7,69,768,5.2,27559.0,
2021-04-04 18:45:00,1.5,9015.0,203,15.5,70,768,4.8,22525.0,
2021-04-04 19:00:00,1.2,8488.0,204,15.3,72,768,4.5,19292.0,
2021-04-04 19:15:00,1.0,8051.0,204,15.1,74,768,4.5,21128.0,
2021-04-04 19:30:00,0.8,7704.0,194,14.9,75,768,4.5,19727.0,
2021-04-04 19:45:00,0.7,7358.0,188,14.8,77,768,4.1,15463.0,
2021-04-04 20:00:00,0.6,7011.0,180,14.6,78,768,4.4,19119.0,
2021-04-04 20:15:00,0.7,6613.0,164,14.5,79,768,4.3,17435.0,
2021-04-04 20:30:00,1.1,6163.0,153,14.5,80,768,3.9,14329.0,
2021-04-04 20:45:00,1.5,5713.0,148,14.5,81,769,3.9,11748.0,
2021-04-04 21:00:00,1.9,5263.0,145,14.5,82,769,3.9,10914.0,
2021-04-04 21:15:00,2.1,4931.0,143,14.5,83,769,3.3,8637.0,
2021-04-04 21:30:00,2.2,4716.0,137,14.4,84,769,3.3,7360.0,
2021-04-04 21:45:00,2.3,4502.0,128,14.3,85,770,4.0,14225.0,
2021-04-04 22:00:00,2.4,4287.0,123,14.2,86,770,5.0,28129.0,
2021-04-04 22:15:00,2.4,4119.0,123,14.2,87,770,4.8,22642.0,
2021-04-04 22:30:00,2.3,3998.0,133,14.1,89,770,5.5,36378.0,
2021-04-04 22:45:00,2.4,3877.0,144,14.1,90,771,5.2,23129.0,
2021-04-04 23:00:00,2.5,3756.0,153,14.0,92,771,4.5,15857.0,
2021-04-04 23:15:00,2.7,3801.0,158,14.0,93,771,4.5,16774.0,
2021-04-04 23:30:00,3.0,4012.0,159,13.9,94,771,4.3,14020.0,
2021-04-04 23:45:00,3.3,4223.0,159,13.8,94,771,4.7,17565.0,
2021-04-05 00:00:00,3.4,4887.0,165,12.6,92,771,3.4,7736.0,
2021-04-05 00:15:00,3.3,4454.0,166,12.6,92,771,2.9,4825.0,
2021-04-05 00:30:00,3.3,4304.0,168,12.5,92,771,3.4,7488.0,
2021-04-05 00:45:00,3.3,4155.0,169,12.4,93,771,3.0,3356.0,
2021-04-05 01:00:00,3.2,4005.0,171,12.3,93,771,2.5,1730.0,
2021-04-05 01:15:00,3.2,3897.0,175,12.3,93,771,2.6,2177.0,
2021-04-05 01:30:00,3.2,3831.0,176,12.3,93,771,4.0,10199.0,
2021-04-05 01:45:00,3.2,3765.0,178,12.2,94,771,4.4,15719.0,
2021-04-05 02:00:00,3.2,3699.0,180,12.2,94,771,3.8,10502.0,
2021-04-05 02:15:00,3.2,3648.0,182,12.2,94,771,3.7,8873.0,
2021-04-05 02:30:00,3.1,3611.0,186,12.2,94,771,4.2,15641.0,
2021-04-05 02:45:00,3.0,3575.0,188,12.1,94,770,4.4,16990.0,
2021-04-05 03:00:00,3.0,3538.0,192,12.1,94,770,4.1,15488.0,
2021-04-05 03:15:00,3.0,3520.0,195,12.1,94,770,4.2,16329.0,
2021-04-05 03:30:00,2.9,3521.0,198,12.0,94,770,4.4,17857.0,
2021-04-05 03:45:00,2.9,3521.0,200,12.0,94,769,5.0,28228.0,
2021-04-05 04:00:00,2.8,3522.0,203,11.9,94,769,5.6,36346.0,
2021-04-05 04:15:00,2.8,3475.0,206,11.9,94,769,5.6,34964.0,
2021-04-05 04:30:00,2.8,3381.0,210,11.8,94,769,5.7,39924.0,
2021-04-05 04:45:00,2.7,3286.0,213,11.8,95,769,6.1,43152.0,
2021-04-05 05:00:00,2.8,3192.0,218,11.7,95,769,5.8,37677.0,
2021-04-05 05:15:00,2.8,3121.0,221,11.7,95,769,6.3,46750.0,
2021-04-05 05:30:00,2.9,3073.0,221,11.7,95,769,7.0,58685.0,
2021-04-05 05:45:00,3.0,3025.0,220,11.6,94,769,5.1,24139.0,
2021-04-05 06:00:00,3.1,2977.0,220,11.6,94,769,5.3,28122.0,
2021-04-05 06:15:00,3.2,2933.0,221,11.6,94,769,5.7,35772.0,
2021-04-05 06:30:00,3.2,2892.0,224,11.6,93,769,5.5,36842.0,
2021-04-05 06:45:00,3.2,2851.0,226,11.5,92,770,5.6,34037.0,
2021-04-05 07:00:00,3.2,2810.0,229,11.5,91,770,5.8,36594.0,
2021-04-05 07:15:00,3.2,2776.0,231,11.6,89,770,5.9,38937.0,
2021-04-05 07:30:00,3.3,2747.0,232,11.7,88,770,6.4,48406.0,
2021-04-05 07:45:00,3.4,2718.0,233,11.8,87,770,7.1,61980.0,
2021-04-05 08:00:00,3.4,2689.0,234,11.9,86,770,7.7,73391.0,
2021-04-05 08:15:00,3.4,2650.0,234,12.0,84,770,7.0,58669.0,
2021-04-05 08:30:00,3.4,2601.0,232,12.1,83,770,7.2,65515.0,
2021-04-05 08:45:00,3.3,2551.0,231,12.2,81,771,8.3,89270.0,
2021-04-05 09:00:00,3.3,2502.0,229,12.3,80,771,7.5,70467.0,
2021-04-05 09:15:00,3.3,2589.0,229,12.5,79,771,8.4,89858.0,
2021-04-05 09:30:00,3.3,2814.0,227,12.6,78,771,7.2,64854.0,
2021-04-05 09:45:00,3.2,3039.0,229,12.7,77,772,6.8,56126.0,
2021-04-05 10:00:00,3.1,3264.0,228,12.8,76,772,7.0,61914.0,
